2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0205,DPIH,0.145,0.140,0.135,-0.010,-6.90,7,235
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,1619,DRBHCOM,1.850,1.820,1.790,-0.060,-3.24,67,744
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,2097,EASTLND,0.075,0.075,0.080,+0.005,+6.67,1,765
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5081,EIG,0.490,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7182,EKA,0.040,0.040,0.040,0.000,0.00,10,252
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,9091,EMICO,0.145,0.135,0.135,-0.010,-6.90,1,703
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,03025,ENEST,0.130,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7149,ENGKAH,0.920,0.900,0.900,-0.020,-2.17,1
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,03021,ETH,0.190,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7208,EURO,0.195,0.195,0.195,0.000,0.00,65,986
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7094,EUROSP,0.360,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,3689,F&amp;N,29.920,29.420,29.700,-0.220,-0.74,1,526
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,2755,FCW,0.600,0.600,0.600,0.000,0.00,79
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,6939,FIAMMA,0.440,0.440,0.450,+0.010,+2.27,2,040
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,8605,FIHB,0.260,0.230,0.250,-0.010,-3.85,1,054
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,8605PA,FIHB-PA,0.050,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,8605PB,FIHB-PB,0.075,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0116,FOCUS,0.660,0.655,0.685,+0.025,+3.79,247,082
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,0157,FOCUSP,0.535,0.500,0.480,-0.055,-10.28,17,399
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,9172,FPI,1.550,1.540,1.490,-0.060,-3.87,23,533
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7184,G3,2.070,1.930,1.870,-0.200,-9.66,827
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,7184WA,G3-WA,2.050,0.000,0.000,0.000,0.00,0
2020-03-13,4,Bursa Malaysia Consumer Products & Services  Stocks,5102,GCB,2.240,2.220,2.180,-0.060,-2.68,48,816
